schemaTuple,visited,timesVisited
attributetranslatetranslationerrors,False,0
attributetranslateattribute,True,2
attributeupdatemetaproducterrors,False,0
attributeupdatemetaattribute,False,0
attributeclearmetaproducterrors,False,0
attributeclearmetaattribute,False,0
attributeupdateprivatemetaproducterrors,False,0
attributeupdateprivatemetaattribute,False,0
attributeclearprivatemetaproducterrors,False,0
attributeclearprivatemetaattribute,False,0
attributevaluecreateattribute,True,3
attributevaluecreateproducterrors,True,3
attributevaluecreateattributevalue,True,3
attributevaluedeleteattribute,False,0
attributevaluedeleteproducterrors,False,0
attributevaluedeleteattributevalue,True,1
attributevaluebulkdeletecount,True,1
attributevaluebulkdeleteproducterrors,False,0
attributevalueupdateattribute,True,2
attributevalueupdateproducterrors,False,0
attributevalueupdateattributevalue,True,2
attributevaluetranslatetranslationerrors,False,0
attributevaluetranslateattributevalue,True,2
attributereordervaluesattribute,True,3
attributereordervaluesproducterrors,False,0
categorycreateproducterrors,True,7
categorycreatecategory,True,8
categorydeleteproducterrors,False,0
categorydeletecategory,True,4
categorybulkdeletecount,True,2
categorybulkdeleteproducterrors,False,0
categoryupdateproducterrors,True,10
categoryupdatecategory,True,11
categorytranslatetranslationerrors,False,0
categorytranslatecategory,True,2
categoryupdatemetaproducterrors,False,0
categoryupdatemetacategory,False,0
categoryclearmetaproducterrors,False,0
categoryclearmetacategory,False,0
categoryupdateprivatemetaproducterrors,False,0
categoryupdateprivatemetacategory,False,0
categoryclearprivatemetaproducterrors,False,0
categoryclearprivatemetacategory,False,0
collectionaddproductscollection,True,2
collectionaddproductsproducterrors,False,0
collectioncreateproducterrors,True,6
collectioncreatecollection,True,6
collectiondeleteproducterrors,False,0
collectiondeletecollection,True,1
collectionreorderproductscollection,True,3
collectionreorderproductsproducterrors,False,0
collectionbulkdeletecount,True,1
collectionbulkdeleteproducterrors,False,0
collectionbulkpublishcount,True,2
collectionbulkpublishproducterrors,False,0
collectionremoveproductscollection,True,2
collectionremoveproductsproducterrors,False,0
collectionupdateproducterrors,True,10
collectionupdatecollection,True,13
collectiontranslatetranslationerrors,False,0
collectiontranslatecollection,True,2
collectionupdatemetaproducterrors,False,0
collectionupdatemetacollection,False,0
collectionclearmetaproducterrors,False,0
collectionclearmetacollection,False,0
collectionupdateprivatemetaproducterrors,False,0
collectionupdateprivatemetacollection,False,0
collectionclearprivatemetaproducterrors,False,0
collectionclearprivatemetacollection,False,0
productcreateproducterrors,True,25
productcreateproduct,True,30
productdeleteproducterrors,False,0
productdeleteproduct,True,2
productbulkdeletecount,True,1
productbulkdeleteproducterrors,False,0
productbulkpublishcount,True,2
productbulkpublishproducterrors,False,0
productupdateproducterrors,True,20
productupdateproduct,True,21
producttranslatetranslationerrors,False,0
producttranslateproduct,True,2
productupdatemetaproducterrors,False,0
productupdatemetaproduct,False,0
productclearmetaproducterrors,False,0
productclearmetaproduct,False,0
productupdateprivatemetaproducterrors,False,0
productupdateprivatemetaproduct,False,0
productclearprivatemetaproducterrors,False,0
productclearprivatemetaproduct,False,0
productsetavailabilityforpurchaseproduct,True,7
productsetavailabilityforpurchaseproducterrors,True,7
productimagecreateproduct,False,0
productimagecreateimage,False,0
productimagecreateproducterrors,False,0
productvariantreorderproduct,False,0
productvariantreorderproducterrors,True,2
productimagedeleteproduct,False,0
productimagedeleteimage,True,1
productimagedeleteproducterrors,False,0
productimagebulkdeletecount,True,1
productimagebulkdeleteproducterrors,False,0
productimagereorderproduct,True,1
productimagereorderimages,False,0
productimagereorderproducterrors,False,0
productimageupdateproduct,False,0
productimageupdateimage,True,1
productimageupdateproducterrors,False,0
producttypecreateproducterrors,True,7
producttypecreateproducttype,True,7
producttypedeleteproducterrors,False,0
producttypedeleteproducttype,True,2
producttypebulkdeletecount,True,1
producttypebulkdeleteproducterrors,False,0
producttypeupdateproducterrors,True,11
producttypeupdateproducttype,True,13
producttypereorderattributesproducttype,True,4
producttypereorderattributesproducterrors,False,0
producttypeupdatemetaproducterrors,False,0
producttypeupdatemetaproducttype,False,0
producttypeclearmetaproducterrors,False,0
producttypeclearmetaproducttype,False,0
producttypeupdateprivatemetaproducterrors,False,0
producttypeupdateprivatemetaproducttype,False,0
producttypeclearprivatemetaproducterrors,False,0
producttypeclearprivatemetaproducttype,False,0
digitalcontentcreatevariant,False,0
digitalcontentcreatecontent,False,0
digitalcontentcreateproducterrors,False,0
digitalcontentdeletevariant,True,1
digitalcontentdeleteproducterrors,False,0
digitalcontentupdatevariant,True,2
digitalcontentupdatecontent,True,2
digitalcontentupdateproducterrors,True,1
digitalcontenturlcreateproducterrors,False,0
digitalcontenturlcreatedigitalcontenturl,True,1
productvariantcreateproducterrors,True,9
productvariantcreateproductvariant,True,9
productvariantdeleteproducterrors,False,0
productvariantdeleteproductvariant,True,6
productvariantbulkcreatecount,True,14
productvariantbulkcreateproductvariants,True,14
productvariantbulkcreatebulkproducterrors,True,14
bulkproducterrorfield,True,14
bulkproducterrormessage,True,14
bulkproducterrorcode,True,14
bulkproducterrorattributes,False,0
bulkproducterrorindex,True,14
bulkproducterrorwarehouses,True,13
productvariantbulkdeletecount,True,5
productvariantbulkdeleteproducterrors,False,0
productvariantstockscreateproductvariant,True,6
productvariantstockscreatebulkstockerrors,True,6
bulkstockerrorfield,True,10
bulkstockerrormessage,True,10
bulkstockerrorcode,True,10
bulkstockerrorattributes,False,0
bulkstockerrorindex,True,10
productvariantstocksdeleteproductvariant,True,3
productvariantstocksdeletestockerrors,True,3
stockerrorfield,True,3
stockerrormessage,True,3
stockerrorcode,True,3
productvariantstocksupdateproductvariant,True,4
productvariantstocksupdatebulkstockerrors,True,4
productvariantupdateproducterrors,True,12
productvariantupdateproductvariant,True,10
productvariantsetdefaultproduct,True,3
productvariantsetdefaultproducterrors,True,3
productvarianttranslatetranslationerrors,False,0
productvarianttranslateproductvariant,True,2
productvariantupdatemetaproducterrors,False,0
productvariantupdatemetaproductvariant,False,0
productvariantclearmetaproducterrors,False,0
productvariantclearmetaproductvariant,False,0
productvariantupdateprivatemetaproducterrors,False,0
productvariantupdateprivatemetaproductvariant,False,0
productvariantclearprivatemetaproducterrors,False,0
productvariantclearprivatemetaproductvariant,False,0
variantimageassignproductvariant,True,3
variantimageassignimage,False,0
variantimageassignproducterrors,False,0
variantimageunassignproductvariant,True,2
variantimageunassignimage,False,0
variantimageunassignproducterrors,False,0
paymentcapturepayment,True,5
paymentcapturepaymenterrors,False,0
paymenterrorfield,True,12
paymenterrormessage,True,3
paymenterrorcode,True,12
paymentrefundpayment,True,3
paymentrefundpaymenterrors,False,0
paymentvoidpayment,True,2
paymentvoidpaymenterrors,False,0
pagecreatepageerrors,True,3
pagecreatepage,True,3
pageerrorfield,True,10
pageerrormessage,True,10
pageerrorcode,True,10
pagedeletepageerrors,True,1
pagedeletepage,True,1
pagebulkdeletecount,True,1
pagebulkdeletepageerrors,False,0
pagebulkpublishcount,True,2
pagebulkpublishpageerrors,False,0
pageupdatepageerrors,True,6
pageupdatepage,True,6
pagetranslatetranslationerrors,False,0
pagetranslatepage,True,2
draftordercompleteorder,True,8
draftordercompleteordererrors,True,8
ordererrorfield,True,38
ordererrormessage,True,23
ordererrorcode,True,39
ordererrorwarehouse,True,11
ordererrororderline,True,11
draftordercreateordererrors,True,3
draftordercreateorder,True,3
draftorderdeleteordererrors,False,0
draftorderdeleteorder,True,1
draftorderbulkdeletecount,True,1
draftorderbulkdeleteordererrors,False,0
draftorderlinesbulkdeletecount,True,2
draftorderlinesbulkdeleteordererrors,False,0
draftorderlinescreateorder,True,3
draftorderlinescreateorderlines,True,3
draftorderlinescreateordererrors,False,0
draftorderlinedeleteorder,True,2
draftorderlinedeleteorderline,True,2
draftorderlinedeleteordererrors,False,0
draftorderlineupdateorder,True,3
draftorderlineupdateordererrors,False,0
draftorderlineupdateorderline,True,3
draftorderupdateordererrors,True,3
draftorderupdateorder,True,3
orderaddnoteorder,True,4
orderaddnoteevent,True,3
orderaddnoteordererrors,True,4
ordercancelorder,True,2
ordercancelordererrors,True,2
ordercaptureorder,True,1
ordercaptureordererrors,False,0
orderclearprivatemetaorder,False,0
orderclearmetaorder,False,0
orderfulfillfulfillments,False,0
orderfulfillorder,False,0
orderfulfillordererrors,True,11
fulfillmentcancelfulfillment,True,2
fulfillmentcancelorder,True,2
fulfillmentcancelordererrors,False,0
fulfillmentupdatetrackingfulfillment,True,3
fulfillmentupdatetrackingorder,False,0
fulfillmentupdatetrackingordererrors,False,0
fulfillmentclearmetafulfillment,False,0
fulfillmentclearprivatemetafulfillment,False,0
fulfillmentupdatemetafulfillment,False,0
fulfillmentupdateprivatemetafulfillment,False,0
ordermarkaspaidorder,True,2
ordermarkaspaidordererrors,True,2
orderrefundorder,True,1
orderrefundordererrors,False,0
orderupdateordererrors,True,2
orderupdateorder,True,4
orderupdatemetaorder,False,0
orderupdateprivatemetaorder,False,0
orderupdateshippingorder,True,6
orderupdateshippingordererrors,False,0
ordervoidorder,True,2
ordervoidordererrors,True,2
orderbulkcancelcount,True,2
orderbulkcancelordererrors,True,2
deletemetadatametadataerrors,True,24
deletemetadataitem,True,24
metadataerrorfield,True,99
metadataerrormessage,True,25
metadataerrorcode,True,99
deleteprivatemetadatametadataerrors,True,23
deleteprivatemetadataitem,True,23
updatemetadatametadataerrors,True,25
updatemetadataitem,True,25
updateprivatemetadatametadataerrors,True,27
updateprivatemetadataitem,True,27
assignnavigationmenu,True,3
assignnavigationmenuerrors,False,0
menuerrorfield,True,3
menuerrormessage,False,0
menuerrorcode,True,3
menucreatemenuerrors,False,0
menucreatemenu,True,3
menudeletemenuerrors,False,0
menudeletemenu,True,1
menubulkdeletecount,True,1
menubulkdeletemenuerrors,False,0
menuupdatemenuerrors,True,3
menuupdatemenu,True,3
menuitemcreatemenuerrors,False,0
menuitemcreatemenuitem,True,1
menuitemdeletemenuerrors,False,0
menuitemdeletemenuitem,True,1
menuitembulkdeletecount,True,2
menuitembulkdeletemenuerrors,False,0
menuitemupdatemenuerrors,False,0
menuitemupdatemenuitem,True,2
menuitemtranslatetranslationerrors,False,0
menuitemtranslatemenuitem,True,1
menuitemmovemenu,True,7
menuitemmovemenuerrors,False,0
invoicerequestorder,True,5
invoicerequestinvoiceerrors,True,5
invoicerequestinvoice,True,5
invoiceerrorfield,True,23
invoiceerrormessage,False,0
invoiceerrorcode,True,23
invoicerequestdeleteinvoiceerrors,True,3
invoicerequestdeleteinvoice,False,0
invoicecreateinvoiceerrors,True,5
invoicecreateinvoice,True,5
invoicedeleteinvoiceerrors,True,2
invoicedeleteinvoice,False,0
invoiceupdateinvoiceerrors,True,4
invoiceupdateinvoice,True,4
invoicesendemailinvoiceerrors,True,4
invoicesendemailinvoice,False,0
giftcardactivategiftcard,True,3
giftcardactivategiftcarderrors,False,0
giftcarderrorfield,True,9
giftcarderrormessage,True,9
giftcarderrorcode,True,9
giftcardcreategiftcarderrors,True,9
giftcardcreategiftcard,True,9
giftcarddeactivategiftcard,True,3
giftcarddeactivategiftcarderrors,False,0
giftcardupdategiftcarderrors,False,0
giftcardupdategiftcard,True,2
pluginupdateplugin,True,4
pluginupdatepluginserrors,True,4
pluginerrorfield,True,4
pluginerrormessage,False,0
pluginerrorcode,True,4
salecreatediscounterrors,True,1
salecreatesale,True,2
discounterrorfield,True,18
discounterrormessage,True,18
discounterrorcode,True,18
saledeletediscounterrors,True,1
saledeletesale,True,2
salebulkdeletecount,True,1
salebulkdeletediscounterrors,False,0
saleupdatediscounterrors,True,1
saleupdatesale,True,2
saleaddcataloguessale,False,0
saleaddcataloguesdiscounterrors,True,3
saleremovecataloguessale,False,0
saleremovecataloguesdiscounterrors,True,1
saletranslatetranslationerrors,False,0
saletranslatesale,True,1
vouchercreatediscounterrors,True,5
vouchercreatevoucher,True,5
voucherdeletediscounterrors,True,1
voucherdeletevoucher,True,1
voucherbulkdeletecount,True,1
voucherbulkdeletediscounterrors,False,0
voucherupdatediscounterrors,True,1
voucherupdatevoucher,True,1
voucheraddcataloguesvoucher,False,0
voucheraddcataloguesdiscounterrors,True,3
voucherremovecataloguesvoucher,False,0
voucherremovecataloguesdiscounterrors,True,1
vouchertranslatetranslationerrors,False,0
vouchertranslatevoucher,True,2
exportproductsexportfile,True,6
exportproductsexporterrors,True,6
exporterrorfield,True,6
exporterrormessage,True,6
exporterrorcode,True,6
checkoutaddpromocodecheckout,True,18
checkoutaddpromocodecheckouterrors,True,1
checkouterrorfield,True,90
checkouterrormessage,True,90
checkouterrorcode,True,90
checkouterrorvariants,True,30
checkoutbillingaddressupdatecheckout,True,5
checkoutbillingaddressupdatecheckouterrors,True,3
checkoutcompleteorder,True,28
checkoutcompleteconfirmationneeded,True,27
checkoutcompleteconfirmationdata,True,27
checkoutcompletecheckouterrors,True,27
checkoutcreatecreated,True,22
checkoutcreatecheckouterrors,True,29
checkoutcreatecheckout,True,30
checkoutcustomerattachcheckout,True,2
checkoutcustomerattachcheckouterrors,False,0
checkoutcustomerdetachcheckout,True,1
checkoutcustomerdetachcheckouterrors,False,0
checkoutemailupdatecheckout,True,3
checkoutemailupdatecheckouterrors,True,2
checkoutlinedeletecheckout,True,3
checkoutlinedeletecheckouterrors,False,0
checkoutlinesaddcheckout,True,8
checkoutlinesaddcheckouterrors,True,8
checkoutlinesupdatecheckout,True,8
checkoutlinesupdatecheckouterrors,True,7
checkoutremovepromocodecheckout,True,5
checkoutremovepromocodecheckouterrors,False,0
checkoutpaymentcreatecheckout,True,3
checkoutpaymentcreatepayment,True,12
checkoutpaymentcreatepaymenterrors,True,12
checkoutshippingaddressupdatecheckout,True,11
checkoutshippingaddressupdatecheckouterrors,True,10
checkoutshippingmethodupdatecheckout,True,7
checkoutshippingmethodupdatecheckouterrors,True,3
checkoutupdatemetacheckouterrors,False,0
checkoutupdatemetacheckout,False,0
checkoutclearmetacheckouterrors,False,0
checkoutclearmetacheckout,False,0
checkoutupdateprivatemetacheckouterrors,False,0
checkoutupdateprivatemetacheckout,False,0
checkoutclearprivatemetacheckouterrors,False,0
checkoutclearprivatemetacheckout,False,0
appcreateauthtoken,True,1
appcreateapperrors,True,1
appcreateapp,True,1
apperrorfield,True,50
apperrormessage,True,50
apperrorcode,True,50
apperrorpermissions,True,21
appupdateapperrors,True,9
appupdateapp,True,9
appdeleteapperrors,True,5
appdeleteapp,True,5
apptokencreateauthtoken,True,5
apptokencreateapperrors,True,5
apptokencreateapptoken,True,5
apptokendeleteapperrors,True,4
apptokendeleteapptoken,True,4
apptokenverifyvalid,True,2
apptokenverifyapperrors,False,0
appinstallapperrors,True,1
appinstallappinstallation,True,1
appretryinstallapperrors,True,5
appretryinstallappinstallation,True,5
appdeletefailedinstallationapperrors,True,5
appdeletefailedinstallationappinstallation,False,0
appfetchmanifestmanifest,True,4
appfetchmanifestapperrors,True,4
manifestidentifier,True,4
manifestversion,True,4
manifestname,True,4
manifestabout,True,4
manifestpermissions,True,4
manifestappurl,True,4
manifestconfigurationurl,True,4
manifesttokentargeturl,True,4
manifestdataprivacy,True,4
manifestdataprivacyurl,True,4
manifesthomepageurl,True,4
manifestsupporturl,True,4
appactivateapperrors,True,5
appactivateapp,True,5
appdeactivateapperrors,True,6
appdeactivateapp,True,6
createtokentoken,True,8
createtokenrefreshtoken,True,4
createtokencsrftoken,True,7
createtokenuser,True,7
createtokenaccounterrors,True,7
accounterrorfield,True,32
accounterrormessage,True,20
accounterrorcode,True,44
refreshtokentoken,True,10
refreshtokenuser,False,0
refreshtokenaccounterrors,True,10
verifytokenuser,True,8
verifytokenisvalid,True,5
verifytokenpayload,True,3
verifytokenaccounterrors,True,5
deactivateallusertokensaccounterrors,True,1
requestpasswordresetaccounterrors,False,0
confirmaccountuser,True,3
confirmaccountaccounterrors,True,3
setpasswordtoken,True,4
setpasswordrefreshtoken,True,4
setpasswordcsrftoken,False,0
setpassworduser,True,4
setpasswordaccounterrors,True,4
passwordchangeuser,True,3
passwordchangeaccounterrors,False,0
requestemailchangeuser,True,4
requestemailchangeaccounterrors,True,4
confirmemailchangeuser,True,2
confirmemailchangeaccounterrors,True,2
accountaddresscreateuser,True,4
accountaddresscreateaccounterrors,False,0
accountaddresscreateaddress,True,4
accountaddressupdateuser,True,3
accountaddressupdateaccounterrors,False,0
accountaddressupdateaddress,True,3
accountaddressdeleteuser,True,2
accountaddressdeleteaccounterrors,False,0
accountaddressdeleteaddress,True,2
accountsetdefaultaddressuser,False,0
accountsetdefaultaddressaccounterrors,False,0
accountregisterrequiresconfirmation,False,0
accountregisteraccounterrors,True,2
accountregisteruser,True,2
accountupdateaccounterrors,False,0
accountupdateuser,True,3
accountrequestdeletionaccounterrors,True,4
accountdeleteaccounterrors,False,0
accountdeleteuser,False,0
accountupdatemetaaccounterrors,False,0
accountupdatemetauser,False,0
addresscreateuser,True,1
addresscreateaccounterrors,False,0
addresscreateaddress,True,1
addressupdateuser,True,2
addressupdateaccounterrors,False,0
addressupdateaddress,True,2
addressdeleteuser,True,2
addressdeleteaccounterrors,False,0
addressdeleteaddress,True,2
addresssetdefaultuser,True,2
addresssetdefaultaccounterrors,False,0
customercreateaccounterrors,True,5
customercreateuser,True,5
customerupdateaccounterrors,False,0
customerupdateuser,True,1
customerdeleteaccounterrors,False,0
customerdeleteuser,True,1
customerbulkdeletecount,True,1
customerbulkdeleteaccounterrors,False,0
staffcreatestafferrors,True,8
staffcreateuser,True,8
stafferrorfield,True,31
stafferrormessage,True,14
stafferrorcode,True,31
stafferrorpermissions,True,30
stafferrorgroups,True,18
stafferrorusers,True,8
staffupdatestafferrors,True,10
staffupdateuser,True,10
staffdeletestafferrors,True,5
staffdeleteuser,True,4
staffbulkdeletecount,True,8
staffbulkdeletestafferrors,True,8
useravatarupdateuser,False,0
useravatarupdateaccounterrors,False,0
useravatardeleteuser,True,1
useravatardeleteaccounterrors,False,0
userbulksetactivecount,True,4
userbulksetactiveaccounterrors,False,0
userupdatemetaaccounterrors,False,0
userupdatemetauser,False,0
userclearmetaaccounterrors,False,0
userclearmetauser,False,0
userupdateprivatemetaaccounterrors,False,0
userupdateprivatemetauser,False,0
userclearprivatemetaaccounterrors,False,0
userclearprivatemetauser,False,0
serviceaccountcreateauthtoken,False,0
serviceaccountcreateaccounterrors,False,0
serviceaccountcreateserviceaccount,False,0
serviceaccountupdateaccounterrors,False,0
serviceaccountupdateserviceaccount,False,0
serviceaccountdeleteaccounterrors,False,0
serviceaccountdeleteserviceaccount,False,0
serviceaccountupdateprivatemetaaccounterrors,False,0
serviceaccountupdateprivatemetaserviceaccount,False,0
serviceaccountclearprivatemetaaccounterrors,False,0
serviceaccountclearprivatemetaserviceaccount,False,0
serviceaccounttokencreateauthtoken,False,0
serviceaccounttokencreateaccounterrors,False,0
serviceaccounttokencreateserviceaccounttoken,False,0
serviceaccounttokendeleteaccounterrors,False,0
serviceaccounttokendeleteserviceaccounttoken,False,0
permissiongroupcreatepermissiongrouperrors,True,10
permissiongroupcreategroup,True,10
permissiongrouperrorfield,True,46
permissiongrouperrormessage,True,46
permissiongrouperrorcode,True,46
permissiongrouperrorpermissions,True,46
permissiongrouperrorusers,True,46
permissiongroupupdatepermissiongrouperrors,True,29
permissiongroupupdategroup,True,29
permissiongroupdeletepermissiongrouperrors,True,7
permissiongroupdeletegroup,True,7
